,date,open,close,high,low,volume,code
145,2010-08-17,4.261,4.208,4.267,4.148,18456.16,000906
146,2010-08-18,4.196,4.131,4.226,4.059,22391.12,000906
147,2010-08-19,4.131,4.202,4.309,4.047,25197.5,000906
148,2010-08-20,4.148,4.0,4.208,3.97,17511.85,000906
149,2010-08-23,4.0,3.958,4.083,3.905,15201.81,000906
150,2010-08-24,3.994,4.024,4.065,3.875,18560.06,000906
151,2010-08-25,3.964,3.691,4.053,3.685,26816.46,000906
152,2010-08-26,3.798,3.774,3.839,3.708,16398.0,000906
153,2010-08-27,3.762,3.94,3.94,3.726,15509.0,000906
154,2010-08-30,3.97,4.083,4.089,3.94,20418.0,000906
155,2010-08-31,4.059,4.261,4.285,4.0,37948.0,000906
156,2010-09-01,4.261,4.113,4.285,3.964,17583.0,000906
157,2010-09-02,4.131,4.184,4.25,4.041,18281.0,000906
158,2010-09-03,4.214,4.119,4.226,4.03,19358.0,000906
159,2010-09-06,4.125,4.16,4.19,4.041,18617.0,000906
160,2010-09-07,4.16,4.196,4.238,4.059,25397.0,000906
161,2010-09-08,4.196,4.232,4.297,4.137,27464.0,000906
162,2010-09-09,4.244,4.339,4.446,4.238,46859.0,000906
163,2010-09-10,4.315,4.565,4.713,4.196,46895.0,000906
164,2010-09-13,4.517,4.577,4.636,4.452,36572.0,000906
165,2010-09-14,4.577,4.446,4.577,4.386,30732.0,000906
166,2010-09-15,4.41,4.392,4.565,4.374,20163.0,000906
167,2010-09-16,4.386,4.267,4.553,4.196,19348.0,000906
168,2010-09-17,4.256,4.273,4.351,4.208,10935.0,000906
169,2010-09-20,4.285,4.303,4.357,4.196,13031.0,000906
170,2010-09-21,4.309,4.25,4.369,4.208,14168.0,000906
171,2010-09-27,4.267,4.434,4.434,4.238,64727.0,000906
172,2010-09-28,4.416,4.333,4.416,4.226,29380.0,000906
173,2010-09-29,4.285,4.267,4.505,4.226,24439.0,000906
174,2010-09-30,4.226,4.333,4.428,4.196,20711.0,000906
175,2010-10-08,4.333,4.422,4.535,4.333,30335.0,000906
176,2010-10-11,4.416,4.416,4.487,4.345,34137.0,000906
177,2010-10-12,4.428,4.618,4.654,4.392,38081.0,000906
178,2010-10-13,4.737,4.559,4.969,4.493,64743.0,000906
179,2010-10-14,4.499,4.535,4.737,4.309,47678.0,000906
180,2010-10-15,4.374,4.553,4.6,4.357,40221.0,000906
181,2010-10-18,4.559,4.214,4.583,4.148,23289.0,000906
182,2010-10-19,4.208,4.297,4.309,4.154,14145.0,000906
183,2010-10-20,4.261,4.244,4.261,4.065,23869.0,000906
184,2010-10-21,4.244,4.256,4.291,4.089,13489.0,000906
185,2010-10-22,4.261,4.267,4.327,4.154,20434.0,000906
186,2010-10-25,4.303,4.434,4.44,4.226,19189.0,000906
187,2010-10-26,4.493,4.374,4.565,4.327,28935.0,000906
188,2010-10-27,4.422,4.143,4.44,4.089,32358.0,000906
189,2010-10-28,4.119,4.208,4.285,4.083,32541.0,000906
190,2010-10-29,4.196,4.351,4.351,4.107,43637.0,000906
191,2010-11-01,4.386,4.47,4.547,4.327,107955.0,000906
192,2010-11-02,4.476,4.363,4.547,4.339,61104.0,000906
193,2010-11-03,4.357,4.19,4.357,4.178,33728.0,000906
194,2010-11-04,4.178,4.327,4.351,4.172,28635.0,000906
195,2010-11-05,4.333,4.321,4.38,4.291,38584.0,000906
196,2010-11-08,4.369,4.535,4.541,4.309,71688.0,000906
197,2010-11-09,4.541,4.606,4.612,4.476,74193.0,000906
198,2010-11-10,4.583,4.624,4.719,4.476,67661.0,000906
199,2010-11-12,4.595,4.0,4.595,3.976,56987.0,000906
200,2010-11-15,3.982,4.047,4.083,3.97,22910.0,000906
201,2010-11-16,4.047,3.619,4.125,3.494,33707.0,000906
202,2010-11-17,3.56,3.512,3.673,3.494,17057.0,000906
203,2010-11-18,3.578,3.566,3.625,3.453,12957.0,000906
204,2010-11-19,3.613,3.607,3.613,3.482,15340.0,000906
205,2010-11-22,3.601,3.691,3.75,3.583,22126.0,000906
206,2010-11-23,3.732,3.637,3.732,3.56,15274.0,000906
207,2010-11-24,3.637,3.702,3.708,3.613,15822.0,000906
208,2010-11-25,3.72,3.881,3.94,3.691,34760.0,000906
209,2010-11-26,3.964,4.006,4.113,3.899,53293.0,000906
210,2010-11-29,3.893,3.899,4.0,3.827,21607.0,000906
211,2010-11-30,3.958,3.696,3.976,3.524,23591.0,000906
212,2010-12-01,3.673,3.661,3.702,3.619,12353.0,000906
213,2010-12-02,3.732,4.018,4.119,3.696,52345.0,000906
214,2010-12-03,3.976,3.845,3.976,3.738,30958.0,000906
215,2010-12-06,3.762,3.696,3.881,3.613,15218.0,000906
216,2010-12-07,3.702,3.762,3.786,3.649,10556.0,000906
217,2010-12-08,3.732,3.768,3.833,3.732,13022.0,000906
218,2010-12-09,3.685,3.798,3.875,3.679,18408.0,000906
219,2010-12-10,3.738,3.798,3.839,3.738,13358.0,000906
220,2010-12-13,3.851,3.922,3.922,3.798,25081.0,000906
221,2010-12-14,3.928,3.988,4.047,3.851,31958.0,000906
222,2010-12-15,3.922,3.94,4.059,3.922,22516.0,000906
223,2010-12-16,3.922,3.928,4.006,3.905,14073.0,000906
224,2010-12-17,3.911,3.905,3.946,3.869,8759.0,000906
225,2010-12-20,3.893,3.732,3.928,3.673,15967.0,000906
226,2010-12-22,3.922,3.798,3.922,3.78,18506.0,000906
227,2010-12-23,3.792,3.762,3.839,3.661,12256.0,000906
228,2010-12-24,3.762,3.869,3.881,3.583,12554.0,000906
229,2010-12-27,3.821,3.881,3.94,3.738,15110.0,000906
230,2010-12-28,3.744,3.839,3.881,3.554,16024.0,000906
231,2010-12-29,3.732,4.041,4.083,3.726,102344.0,000906
232,2010-12-30,3.988,4.024,4.053,3.905,51381.0,000906
233,2010-12-31,4.024,3.994,4.03,3.917,37204.0,000906
234,2011-01-04,3.994,4.154,4.196,3.928,73542.0,000906
235,2011-01-05,4.095,4.101,4.22,4.065,50294.0,000906
236,2011-01-06,4.089,3.982,4.166,3.976,35098.0,000906
237,2011-01-07,4.0,4.214,4.309,4.0,73530.0,000906
238,2011-01-10,4.226,4.351,4.357,4.137,74106.0,000906
239,2011-01-11,4.351,4.178,4.357,4.065,50036.0,000906
240,2011-01-12,4.131,4.178,4.238,4.065,33716.0,000906
241,2011-01-13,4.178,4.089,4.285,4.089,33647.0,000906
242,2011-01-14,4.041,3.667,4.041,3.637,51035.0,000906
243,2011-01-17,3.524,3.298,3.619,3.286,28078.0,000906
244,2011-01-18,3.262,3.334,3.352,3.25,11989.0,000906
245,2011-01-19,3.411,3.506,3.542,3.393,21011.0,000906
246,2011-01-20,3.5,3.203,3.506,3.203,17987.0,000906
247,2011-01-21,3.161,3.286,3.31,3.155,12373.0,000906
248,2011-01-24,3.256,3.131,3.316,3.126,10896.0,000906
249,2011-01-25,3.167,2.977,3.173,2.941,11972.0,000906
250,2011-01-26,2.941,3.036,3.06,2.941,7096.0,000906
251,2011-01-27,3.018,3.102,3.126,2.959,11048.0,000906
252,2011-01-28,3.102,3.143,3.179,3.078,10682.0,000906
253,2011-01-31,3.143,3.221,3.244,3.108,12526.0,000906
254,2011-02-01,3.244,3.203,3.244,3.137,8891.0,000906
255,2011-02-09,3.161,3.143,3.209,3.096,9722.0,000906
256,2011-02-10,3.137,3.304,3.304,3.137,13457.0,000906
257,2011-02-11,3.304,3.369,3.375,3.262,19376.0,000906
258,2011-02-14,3.346,3.423,3.5,3.322,23396.0,000906
259,2011-02-15,3.435,3.423,3.518,3.411,22544.0,000906
260,2011-02-16,3.447,3.536,3.554,3.417,28611.0,000906
261,2011-02-17,3.518,3.5,3.524,3.429,19522.0,000906
262,2011-02-18,3.494,3.411,3.494,3.387,17055.0,000906
263,2011-02-21,3.369,3.56,3.572,3.363,24344.0,000906
264,2011-02-22,3.572,3.399,3.572,3.363,25895.0,000906
265,2011-02-23,3.411,3.417,3.453,3.381,16737.0,000906
266,2011-02-24,3.435,3.56,3.601,3.381,26005.0,000906
267,2011-02-25,3.512,3.714,3.744,3.494,52278.0,000906
268,2011-02-28,3.732,4.101,4.273,3.714,156294.0,000906
269,2011-03-01,4.077,4.19,4.244,3.905,109207.0,000906
270,2011-03-02,4.065,4.083,4.125,3.922,54739.0,000906
271,2011-03-03,4.065,4.22,4.553,4.059,159407.0,000906
272,2011-03-04,4.22,4.333,4.446,4.148,97676.0,000906
273,2011-03-07,4.446,4.363,4.493,4.279,91471.0,000906
274,2011-03-08,4.345,4.327,4.38,4.178,63135.0,000906
275,2011-03-09,4.327,4.523,4.523,4.244,82424.0,000906
276,2011-03-10,4.523,4.41,4.624,4.392,69560.0,000906
277,2011-03-11,4.345,4.41,4.595,4.279,59552.0,000906
278,2011-03-14,4.345,4.464,4.553,4.339,50963.0,000906
279,2011-03-15,4.446,4.297,4.452,4.089,56160.0,000906
280,2011-03-16,4.285,4.303,4.351,4.238,40368.0,000906
281,2011-03-17,4.244,4.327,4.482,4.148,50179.0,000906
282,2011-03-18,4.339,4.357,4.499,4.297,44479.0,000906
283,2011-03-21,4.309,4.386,4.422,4.267,31692.0,000906
284,2011-03-22,4.434,4.743,4.862,4.416,156078.0,000906
285,2011-03-23,4.636,4.874,4.874,4.553,110335.0,000906
286,2011-03-24,4.85,4.821,4.951,4.755,87337.0,000906
287,2011-03-25,4.803,5.106,5.249,4.749,127116.0,000906
288,2011-03-28,5.052,5.07,5.189,4.993,84553.0,000906
289,2011-03-29,5.005,4.63,5.005,4.577,74831.0,000906
290,2011-03-30,4.577,4.493,4.713,4.363,57177.0,000906
291,2011-03-31,4.493,4.452,4.565,4.392,34221.0,000906
292,2011-04-01,4.476,4.535,4.535,4.333,31008.0,000906
293,2011-04-06,4.535,4.595,4.595,4.386,34143.0,000906
294,2011-04-07,4.565,4.803,4.856,4.565,65903.0,000906
295,2011-04-08,4.767,4.713,4.767,4.6,45319.0,000906
296,2011-04-11,4.773,4.553,4.773,4.535,37535.0,000906
297,2011-04-12,4.553,4.428,4.595,4.416,39041.0,000906
298,2011-04-13,4.386,4.351,4.392,4.232,35147.0,000906
299,2011-04-14,4.357,4.369,4.386,4.297,32056.0,000906
300,2011-04-15,4.357,4.517,4.523,4.297,34890.0,000906
301,2011-04-18,4.476,4.571,4.595,4.446,34922.0,000906
302,2011-04-26,4.476,4.095,4.476,4.041,30069.0,000906
303,2011-04-27,4.119,4.166,4.327,4.119,30909.0,000906
304,2011-04-28,4.244,4.101,4.315,4.089,25934.0,000906
305,2011-05-03,4.119,4.19,4.202,4.024,21109.0,000906
306,2011-05-04,4.148,4.071,4.232,4.047,18452.0,000906
307,2011-05-05,4.018,3.863,4.119,3.804,24881.0,000906
308,2011-05-06,3.821,3.673,3.821,3.613,26085.0,000906
309,2011-05-09,3.714,3.696,3.804,3.673,17925.0,000906
310,2011-05-10,3.702,3.821,3.833,3.702,22346.0,000906
311,2011-05-11,3.809,3.952,4.0,3.804,27154.0,000906
312,2011-05-12,3.905,3.798,3.922,3.798,19143.0,000906
313,2011-05-13,3.792,3.887,3.887,3.732,17945.0,000906
314,2011-05-16,3.857,3.899,3.922,3.851,13149.0,000906
315,2011-05-17,3.881,4.006,4.03,3.863,23270.0,000906
316,2011-05-18,4.006,4.006,4.065,3.946,15537.0,000906
317,2011-05-19,4.018,3.917,4.03,3.869,16498.0,000906
318,2011-05-20,3.917,3.863,3.928,3.768,11844.0,000906
319,2011-05-23,3.881,3.494,3.893,3.494,19440.0,000906
320,2011-05-24,3.524,3.583,3.613,3.346,13352.0,000906
321,2011-05-25,3.595,3.459,3.601,3.435,12379.0,000906
322,2011-05-26,3.488,3.346,3.583,3.316,17841.0,000906
323,2011-05-27,3.453,3.47,3.786,3.429,32481.0,000906
324,2011-05-30,3.381,3.227,3.393,3.024,15718.0,000906
325,2011-05-31,3.203,3.322,3.346,3.197,8874.0,000906
326,2011-06-01,3.328,3.405,3.482,3.244,10326.0,000906
327,2011-06-02,3.363,3.322,3.393,3.173,10372.0,000906
328,2011-06-03,3.286,3.423,3.435,3.286,11068.0,000906
329,2011-06-07,3.405,3.506,3.524,3.393,9106.0,000906
330,2011-06-08,3.494,3.524,3.536,3.405,10336.0,000906
331,2011-06-09,3.524,3.393,3.56,3.352,11540.0,000906
332,2011-06-10,3.429,3.369,3.429,3.197,10583.0,000906
333,2011-06-13,3.304,3.488,3.548,3.268,15332.0,000906
334,2011-06-14,3.465,3.578,3.595,3.435,21371.0,000906
335,2011-06-15,3.572,3.476,3.578,3.435,18594.0,000906
336,2011-06-17,3.304,3.322,3.482,3.304,11537.0,000906
337,2011-06-20,3.346,3.31,3.417,3.274,8288.0,000906
338,2011-06-21,3.352,3.488,3.518,3.316,14878.0,000906
339,2011-06-22,3.494,3.47,3.536,3.411,12060.0,000906
340,2011-06-23,3.447,3.643,3.72,3.447,41529.0,000906
341,2011-06-24,3.601,3.667,3.78,3.572,43958.0,000906
342,2011-06-27,3.619,3.756,3.762,3.56,26294.0,000906
343,2011-06-28,3.762,3.887,3.899,3.673,36785.0,000906
344,2011-06-29,3.851,3.661,3.869,3.637,22279.0,000906
345,2011-06-30,3.643,3.75,3.815,3.637,18553.0,000906
346,2011-07-01,3.774,3.702,3.821,3.691,20293.0,000906
347,2011-07-04,3.696,3.827,3.863,3.696,24017.0,000906
348,2011-07-05,3.809,4.006,4.024,3.774,41645.0,000906
349,2011-07-06,3.97,4.119,4.125,3.851,46231.0,000906
350,2011-07-07,4.089,3.964,4.107,3.946,30670.0,000906
351,2011-07-08,3.97,3.928,4.0,3.893,14480.0,000906
352,2011-07-11,3.899,4.006,4.03,3.857,16561.0,000906
353,2011-07-12,3.958,3.804,3.958,3.798,21030.0,000906
354,2011-07-13,3.804,3.887,3.893,3.78,11071.0,000906
355,2011-07-14,3.887,3.946,3.964,3.851,17626.0,000906
356,2011-07-15,3.964,3.982,4.065,3.934,22733.0,000906
357,2011-07-18,3.982,4.024,4.113,3.982,23504.0,000906
358,2011-07-19,4.018,3.905,4.018,3.857,13913.0,000906
359,2011-07-20,3.934,4.137,4.148,3.881,34458.0,000906
360,2011-07-21,4.089,4.0,4.148,4.0,31812.0,000906
361,2011-07-22,4.012,4.018,4.119,3.94,25629.0,000906
362,2011-07-25,4.012,3.786,4.184,3.738,52623.0,000906
363,2011-07-26,3.792,3.661,3.804,3.512,25989.0,000906
364,2011-07-27,3.637,3.75,3.762,3.53,18845.0,000906
365,2011-07-28,3.673,3.667,3.685,3.583,15501.0,000906
366,2011-07-29,3.673,3.661,3.685,3.583,11270.0,000906
367,2011-08-01,3.786,3.661,3.786,3.649,12145.0,000906
368,2011-08-02,3.613,3.536,3.631,3.435,14416.0,000906
369,2011-08-03,3.578,3.625,3.673,3.524,13496.0,000906
370,2011-08-04,3.625,3.637,3.673,3.601,8543.0,000906
371,2011-08-05,3.435,3.494,3.554,3.375,9836.0,000906
372,2011-08-08,3.488,3.054,3.488,3.018,16848.0,000906
373,2011-08-09,2.905,3.114,3.126,2.781,15397.0,000906
374,2011-08-10,3.126,3.137,3.262,3.102,17840.0,000906
375,2011-08-11,2.983,3.191,3.197,2.959,12693.0,000906
376,2011-08-12,3.209,3.239,3.322,3.209,14830.0,000906
377,2011-08-15,3.298,3.334,3.34,3.227,12453.0,000906
378,2011-08-17,3.274,3.352,3.363,3.239,10975.0,000906
379,2011-08-18,3.328,3.197,3.352,3.173,7824.0,000906
380,2011-08-19,3.137,3.316,3.328,3.096,23357.0,000906
381,2011-08-22,3.423,3.31,3.423,3.262,9169.0,000906
382,2011-08-23,3.256,3.435,3.673,3.227,28523.0,000906
383,2011-08-24,3.47,3.387,3.506,3.375,17684.0,000906
384,2011-08-25,3.387,3.5,3.536,3.387,13967.0,000906
385,2011-08-26,3.5,3.518,3.554,3.47,10915.0,000906
386,2011-08-29,3.5,3.453,3.554,3.441,10571.0,000906
387,2011-08-30,3.459,3.488,3.583,3.453,18679.0,000906
388,2011-08-31,3.53,3.578,3.661,3.494,13889.0,000906
389,2011-09-01,3.595,3.685,3.726,3.595,20890.0,000906
390,2011-09-02,3.673,3.548,3.726,3.512,11815.0,000906
391,2011-09-05,3.542,3.316,3.542,3.197,12067.0,000906
392,2011-09-06,3.316,3.346,3.363,3.227,7183.0,000906
393,2011-09-07,3.375,3.488,3.488,3.375,8467.0,000906
394,2011-09-08,3.488,3.625,3.696,3.488,19845.0,000906
395,2011-09-09,3.702,3.685,3.702,3.619,13072.0,000906
396,2011-09-13,3.631,3.673,3.673,3.5,10156.0,000906
397,2011-09-14,3.685,3.661,3.714,3.548,9300.0,000906
398,2011-09-15,3.673,3.572,3.673,3.542,7635.0,000906
399,2011-09-16,3.601,3.589,3.631,3.56,3761.0,000906
400,2011-09-19,3.589,3.494,3.589,3.494,4650.0,000906
401,2011-09-20,3.387,3.548,3.56,3.387,5376.0,000906
402,2011-09-21,3.554,3.72,3.792,3.53,15009.0,000906
403,2011-09-22,3.679,3.649,3.732,3.613,9844.0,000906
404,2011-09-23,3.524,3.631,3.643,3.524,4263.0,000906
405,2011-09-26,3.607,3.583,3.702,3.488,12650.0,000906
406,2011-09-27,3.601,3.619,3.673,3.572,8253.0,000906
407,2011-09-28,3.643,3.524,3.714,3.5,8700.0,000906
408,2011-09-29,3.5,3.268,3.5,3.209,13581.0,000906
409,2011-09-30,3.31,3.143,3.31,3.06,8280.0,000906
410,2011-10-10,3.143,3.215,3.215,3.126,4970.0,000906
411,2011-10-11,3.369,3.227,3.387,3.197,6092.0,000906
412,2011-10-12,3.215,3.435,3.482,3.215,8689.0,000906
413,2011-10-13,3.494,3.625,3.655,3.435,15073.0,000906
414,2011-10-14,3.679,3.625,3.685,3.554,5887.0,000906
415,2011-10-17,3.613,3.619,3.696,3.583,5322.0,000906
416,2011-10-18,3.583,3.233,3.583,3.233,19073.0,000906
417,2011-10-19,3.233,3.09,3.268,2.989,19913.0,000906
418,2011-10-20,3.078,2.983,3.078,2.9,9948.0,000906
419,2011-10-21,2.947,2.87,2.989,2.852,6606.0,000906
420,2011-10-24,2.882,2.959,2.989,2.834,8588.0,000906
421,2011-10-25,2.959,3.09,3.102,2.876,12896.0,000906
422,2011-10-26,3.066,3.155,3.429,3.001,25029.0,000906
